"","x"
"text.208.meta.datetimestamp.sec","16.6098139286041"
"text.208.meta.datetimestamp.min","36"
"text.208.meta.datetimestamp.hour","5"
"text.208.meta.datetimestamp.mday","7"
"text.208.meta.datetimestamp.mon","1"
"text.208.meta.datetimestamp.year","124"
"text.208.meta.datetimestamp.wday","3"
"text.208.meta.datetimestamp.yday","37"
"text.208.meta.datetimestamp.isdst","0"
"text.208.meta.datetimestamp.zone","GMT"
"text.208.meta.datetimestamp.gmtoff","0"
"text.208.meta.id","208"
"text.208.meta.language","en"
"text.209.content","introduction there limited longitudinal data systemic mucosal antibody responses sarscov latin america region severely affected covid vaccine strategies implemented evolving pandemic objective to evaluate determinants seroprevalence changes levels antisarscov antibodies longitudinally adults different levels exposure sarscov defined priori low medium high based presumed occupational risk two andean cities ecuador methods longitudinal cohort study  adults aged  years older questionnaire data sample collection done     months period  observations collected included whoisaric questionnaire peripheral blood saliva samples measurement igg iga antibodies respectively  planned analyses tailored longitudinal nature outcomes defined participants’ antibody levels aim estimating average trends time since infection occupational groups adjusted demographics calendartime levels sarscov infection general population the latter reflect impact national control measures vaccinations movement restrictions importance understanding duration dynamics waning immunity sarscov context exposures emerging virus variants immunization will inform implementation targeted public health strategies latin american region ethics dissemination this study will observe bioethical principles declaration helsinki informed written consent will obtained samples participants will stored three years will destroyed the study protocol approved ecuadorian ministry public health ethics committee covid research antibody results will provided participants participating institutions national health authorities copyright ©  leonrojas je et al"
"text.209.meta.datetimestamp.sec","16.6098420619965"
"text.209.meta.datetimestamp.min","36"
"text.209.meta.datetimestamp.hour","5"
"text.209.meta.datetimestamp.mday","7"
"text.209.meta.datetimestamp.mon","1"
"text.209.meta.datetimestamp.year","124"
"text.209.meta.datetimestamp.wday","3"
"text.209.meta.datetimestamp.yday","37"
"text.209.meta.datetimestamp.isdst","0"
"text.209.meta.datetimestamp.zone","GMT"
"text.209.meta.datetimestamp.gmtoff","0"
"text.209.meta.id","209"
"text.209.meta.language","en"
"text.210.content","the accelerated development coronavirus disease covid candidate vaccines intended achieve worldwide immunity ensuring covid vaccination crucial stemming pandemic reclaiming everyday life helping restore economies however challenges exist deploying vaccines especially resourcelimited subsaharan africa in article highlight lessons learned previous efforts scale vaccine distribution offer considerations policymakers key stakeholders use successful covid vaccination rollout africa these considerations range improving weak infrastructure managing data identifying adverse events immunization considering financing options overcoming logistical challenges vaccination campaigns generating demand vaccine uptake in addition providing covid vaccination can used promote adoption universal healthcare especially subsaharan africa countries ©  centers disease control prevention cdc all rights reserved"
"text.210.meta.datetimestamp.sec","16.6098699569702"
"text.210.meta.datetimestamp.min","36"
"text.210.meta.datetimestamp.hour","5"
"text.210.meta.datetimestamp.mday","7"
"text.210.meta.datetimestamp.mon","1"
"text.210.meta.datetimestamp.year","124"
"text.210.meta.datetimestamp.wday","3"
"text.210.meta.datetimestamp.yday","37"
"text.210.meta.datetimestamp.isdst","0"
"text.210.meta.datetimestamp.zone","GMT"
"text.210.meta.datetimestamp.gmtoff","0"
"text.210.meta.id","210"
"text.210.meta.language","en"
"text.211.content","despite evidence shows benefits safety immunizations widespread vaccinerelated misinformation conspiracy theories online fueled general vaccine hesitancy coronavirus disease covid vaccinations exception covid vaccine hesitancy considered global threat public health undermines efforts control covid pandemic twitter social media platforms allow people exchange information express concerns emotions covidrelated issues this research aims understand peoples sentiment covid vaccines data collected twitter analyzing public attitude toward vaccines helps authorities make better decisions reach intended herd immunity in paper utilize stateoftheart transformerbased classification models roberta bert along multiple taskspecific versions classify peoples opinions covid vaccinations positive negative neutral a twitter dataset consists peoples opinions vaccines used train evaluate presented models two ensemble learning techniques aggregate individual classifiers presented performance improvement majority voting stacking support vector machine svm metalearner the results also show applying ensemble learning significantly outperforms individual classifiers using evaluation measures we also found ensembling stacking advantage simple majority voting ©  ieee"
"text.211.meta.datetimestamp.sec","16.6098990440369"
"text.211.meta.datetimestamp.min","36"
"text.211.meta.datetimestamp.hour","5"
"text.211.meta.datetimestamp.mday","7"
"text.211.meta.datetimestamp.mon","1"
"text.211.meta.datetimestamp.year","124"
"text.211.meta.datetimestamp.wday","3"
"text.211.meta.datetimestamp.yday","37"
"text.211.meta.datetimestamp.isdst","0"
"text.211.meta.datetimestamp.zone","GMT"
"text.211.meta.datetimestamp.gmtoff","0"
"text.211.meta.id","211"
"text.211.meta.language","en"
"text.212.content","vaccination remains critical element eventual solution covid public health crisis many vaccines already mass produced supplied many countries however covid vaccination programme will biggest history reaching herd immunity will require unprecedented mass immunisation campaign will take several months millions dollars using different network models covid pandemic dynamics different countries can recapitulated italy stochastic computational simulations highlight peak epidemic sizes population strongly depend network structure assuming vaccine efficacy least  mass vaccination program least  given population vaccinated obtain herd immunity independently network structure if vaccine efficacy reports lower levels efficacy practice coverage vaccination needed even higher simulations suggest “ring vaccination” strategy vaccinating susceptible contact contact contacts prevent new waves covid − meanwhile high percent population vaccinated ©  elsevier ltd"
"text.212.meta.datetimestamp.sec","16.6099269390106"
"text.212.meta.datetimestamp.min","36"
"text.212.meta.datetimestamp.hour","5"
"text.212.meta.datetimestamp.mday","7"
"text.212.meta.datetimestamp.mon","1"
"text.212.meta.datetimestamp.year","124"
"text.212.meta.datetimestamp.wday","3"
"text.212.meta.datetimestamp.yday","37"
"text.212.meta.datetimestamp.isdst","0"
"text.212.meta.datetimestamp.zone","GMT"
"text.212.meta.datetimestamp.gmtoff","0"
"text.212.meta.id","212"
"text.212.meta.language","en"
"text.213.content","background since development first covid vaccine landscape public confidence vaccines uncertain building confidence crucial better preparedness future pandemics following mandatory covid vaccination policy country aim study examine whether saudi public feels relieved postvaccination identify factors predicting relief methods an online crosssectional survey conducted july  among covid vaccine recipients saudi arabia a multivariable logistic regression analysis employed examine identify variables associated feeling relieved postvaccination results most respondents  stated feeling relieved postvaccination male gender adjusted odds ratio aor   confidence interval ci – student aor   ci – received two doses vaccine aor   ci – associated feeling relieved getting vaccinated respondents anxious vaccine receiving aor   ci – experienced severe reaction vaccination aor   ci – lower odds feeling relieved postvaccination respondents relied social media main source vaccinerelated information information vaccine also less likely feel relieved postvaccination conclusions individuals attitudes toward covid vaccines may necessarily alter postvaccination although mandatory vaccination policies can significantly contribute achieving herd immunity public confidence toward vaccines might eroded turn impose significant challenges future pandemics efforts copyright ©  alhanawi alshareef elsokkary"
"text.213.meta.datetimestamp.sec","16.609955072403"
"text.213.meta.datetimestamp.min","36"
"text.213.meta.datetimestamp.hour","5"
"text.213.meta.datetimestamp.mday","7"
"text.213.meta.datetimestamp.mon","1"
"text.213.meta.datetimestamp.year","124"
"text.213.meta.datetimestamp.wday","3"
"text.213.meta.datetimestamp.yday","37"
"text.213.meta.datetimestamp.isdst","0"
"text.213.meta.datetimestamp.zone","GMT"
"text.213.meta.datetimestamp.gmtoff","0"
"text.213.meta.id","213"
"text.213.meta.language","en"
"text.214.content","no abstract available"
"text.214.meta.datetimestamp.sec","16.6099829673767"
"text.214.meta.datetimestamp.min","36"
"text.214.meta.datetimestamp.hour","5"
"text.214.meta.datetimestamp.mday","7"
"text.214.meta.datetimestamp.mon","1"
"text.214.meta.datetimestamp.year","124"
"text.214.meta.datetimestamp.wday","3"
"text.214.meta.datetimestamp.yday","37"
"text.214.meta.datetimestamp.isdst","0"
"text.214.meta.datetimestamp.zone","GMT"
"text.214.meta.datetimestamp.gmtoff","0"
"text.214.meta.id","214"
"text.214.meta.language","en"
"text.215.content","the increasing numbers infected cases coronavirus disease  covid caused severe acute respiratory syndrome coronavirus  sarscov poses serious threats public health global economy most sarscov neutralizing antibodies target receptor binding domain rbd nterminal domain ntd spike protein major antigen sarscov while antibody response rbd extensively characterized antigenicity immunogenicity ntd protein less well studied using  plasma samples covid patients showed sarscov ntdspecific antibodies induced infection as compared results sarscov rbd serological response sarscov ntd less crossreactive sarscov pandemic strain identified  furthermore neutralizing antibodies rarely elicited mice model ntd used immunogen we subsequently demonstrate ntd altered antigenicity expressed alone overall results suggest ntd offers supplementary strategy serology testing may suitable immunogen vaccine development ©  wileyvch gmbh"
"text.215.meta.datetimestamp.sec","16.6100120544434"
"text.215.meta.datetimestamp.min","36"
"text.215.meta.datetimestamp.hour","5"
"text.215.meta.datetimestamp.mday","7"
"text.215.meta.datetimestamp.mon","1"
"text.215.meta.datetimestamp.year","124"
"text.215.meta.datetimestamp.wday","3"
"text.215.meta.datetimestamp.yday","37"
"text.215.meta.datetimestamp.isdst","0"
"text.215.meta.datetimestamp.zone","GMT"
"text.215.meta.datetimestamp.gmtoff","0"
"text.215.meta.id","215"
"text.215.meta.language","en"
"text.216.content","objectives eradicated infectious diseases like smallpox can reemerge accident designs bioterrorists cause heavy casualties presently populace largely susceptible small percentage vaccinated immunity likely waned and disease reemerges susceptible individuals may manipulated disinformation social media refuse vaccines thus combination countermeasures consisting antiviral drugs vaccines range policies application need investigated opinions regarding whether receive vaccines evolve time social exchanges via networks overlap identical disease propagation networks these couple spread biological information contagion necessitate joint investigation two methods we develop computationally tractable metapopulation epidemiological model captures joint spatiotemporal evolution infectious disease eg smallpox covid opinion dynamics results considering smallpox computations based model show opinion dynamics substantial impact fatality count towards understanding perpetrators likely seed infection identify initial distribution infected individuals maximize overall fatality count b habitation structures vulnerable outbreaks we assess relative efficacy different countermeasures conclude combination vaccines drugs minimize fatalities drugs reduce fatalities vaccine accordingly assess impact increase supply drugs identify effective among collection policies administering drugs various parameter combinations many observed patterns stable variations diverse set parameters conclusions our findings provide quantitative foundation various important elements public health discourse largely conducted qualitatively ©  ali et al this open access article distributed terms creative commons attribution license permits unrestricted use distribution reproduction medium provided original author source credited"
"text.216.meta.datetimestamp.sec","16.6100399494171"
"text.216.meta.datetimestamp.min","36"
"text.216.meta.datetimestamp.hour","5"
"text.216.meta.datetimestamp.mday","7"
"text.216.meta.datetimestamp.mon","1"
"text.216.meta.datetimestamp.year","124"
"text.216.meta.datetimestamp.wday","3"
"text.216.meta.datetimestamp.yday","37"
"text.216.meta.datetimestamp.isdst","0"
"text.216.meta.datetimestamp.zone","GMT"
"text.216.meta.datetimestamp.gmtoff","0"
"text.216.meta.id","216"
"text.216.meta.language","en"
"text.217.content","the covid disease caused infection sarscov variants devastating global public health economy to date hundred covid vaccines known development approved fight disease using spike protein primary target antigen although virusneutralizing epitopes mainly located within rbd spike protein presence t cell epitopes particularly ctl epitopes likely needed killing infected cells received comparatively little attention this study predicted several potential t cell epitopes webbased analytic tools narrowed several potential mhci mhcii epitopes elispot cytolytic assays conserved mhci epitope the epitope highly conserved current viral variants compatible presentation hla alleles worldwide in conclusion identified ctl epitope suitable evaluating cd t cellmediated cellular response potentially addition future covid vaccine candidates maximize ctl responses sarscov ©  the authors published informa uk limited trading taylor francis group"
"text.217.meta.datetimestamp.sec","16.6100690364838"
"text.217.meta.datetimestamp.min","36"
"text.217.meta.datetimestamp.hour","5"
"text.217.meta.datetimestamp.mday","7"
"text.217.meta.datetimestamp.mon","1"
"text.217.meta.datetimestamp.year","124"
"text.217.meta.datetimestamp.wday","3"
"text.217.meta.datetimestamp.yday","37"
"text.217.meta.datetimestamp.isdst","0"
"text.217.meta.datetimestamp.zone","GMT"
"text.217.meta.datetimestamp.gmtoff","0"
"text.217.meta.id","217"
"text.217.meta.language","en"
"text.218.content","the public health sector global economy facing challenges epidemic coronavirus disease  covid since december  severe acute respiratory syndrome coronavirus sarscov emerging outbreak spreading rapidly across globe the covid pandemic unprecedented proportions devastated almost countries pervaded globally however various vaccines developed achieve immunity virus limit transmissibility by  november   world population got first dose covid vaccine south asia shares  fully vaccinated  partially vaccinated population world the  south asian association regional cooperation saarc regions consisting pakistan afghanistan bangladesh india sri lanka nepal maldives bhutan got first shot covid vaccine whereas  fully vaccinated india highest percentage vaccinated population  among saarc countries although south asian countries unstable multiple socioeconomic factors including poverty overpopulation low literacy medical care medical systems etc increasing trend vaccination status observed the high percentage health budgets saarc countries utilized purchasing covid vaccines this report observes south asian countries significantly tackling threats covid ©  the authors published license taylor francis group llc"
"text.218.meta.datetimestamp.sec","16.6100969314575"
"text.218.meta.datetimestamp.min","36"
"text.218.meta.datetimestamp.hour","5"
"text.218.meta.datetimestamp.mday","7"
"text.218.meta.datetimestamp.mon","1"
"text.218.meta.datetimestamp.year","124"
"text.218.meta.datetimestamp.wday","3"
"text.218.meta.datetimestamp.yday","37"
"text.218.meta.datetimestamp.isdst","0"
"text.218.meta.datetimestamp.zone","GMT"
"text.218.meta.datetimestamp.gmtoff","0"
"text.218.meta.id","218"
"text.218.meta.language","en"
"text.219.content","introduction the significance chickenpox cp problem public health economy russia necessitated inclusion cp vaccination regional immunization programs regions russian federation vaccination schedule epidemicresponse measure the purpose study assess effectiveness cp vaccination provide rationale recommendations expansion national preventive vaccination schedule materials methods the vaccination effectiveness assessed comparison vaccination rates cp incidence rates – reference data collected forms no  no  national statistical monitoring russia regions results discussion before  regions russia cp vaccination children within regional immunization programs vaccination risk groups within vaccination schedule following epidemicresponse measures hardly effect epidemiological situation the remotework stayathome policies covid pandemic  resulted decrease incidence increased number individuals immunity varicella zoster thus subsequently leading increased cp incidence country however central volga siberian federal districts able avoid increase cp incidence due significantly increased vaccination coverage among children –  at time regions less  children aged – years vaccinated annually the insufficient cp vaccination coverage regions extensive experience planned immunization children led shift incidence towards older age groups increased risk development congenital infection conclusion to increase effectiveness cp preventive vaccination recommended national vaccination schedule include twodose vaccination coverage least  oneyearold children continuing immunization older age individuals groups risk infection ©  central research institute epidemiology all rights reserved"
"text.219.meta.datetimestamp.sec","16.6101260185242"
"text.219.meta.datetimestamp.min","36"
"text.219.meta.datetimestamp.hour","5"
"text.219.meta.datetimestamp.mday","7"
"text.219.meta.datetimestamp.mon","1"
"text.219.meta.datetimestamp.year","124"
"text.219.meta.datetimestamp.wday","3"
"text.219.meta.datetimestamp.yday","37"
"text.219.meta.datetimestamp.isdst","0"
"text.219.meta.datetimestamp.zone","GMT"
"text.219.meta.datetimestamp.gmtoff","0"
"text.219.meta.id","219"
"text.219.meta.language","en"
"text.220.content","background building trust government intention get vaccinated covid important developing safe vaccine contain pandemic purpose the study aimed examine associations intention vaccinate covid people’s trust government compare concepts based subject’s characteristics methods this part largescale crosssectional study employed webbased survey conducted  the study utilized data collected main study variables using questionnaires convenient sample  jordanian subjects bivariate statistics employed  significance level results trust government scores significantly different based gender marital status as mistrust government increases subjects tend accept vaccine female subjects tend trust government low intention get vaccinated male subjects married subjects tend higher mistrust government single subjects subjects agree statement “herd immunity beneficial covid fact covered ” government restrictions stronger needed higher intention get vaccinated scores disagree conclusions to build maintain trust public government needs enhance efforts publicizing information pandemic employ strategies improved communication management public social media mainstream information sources healthcare providers especially front lines healthcare providers policymakers employ strategies improve communication management public rebuild trust government covid pandemic longitudinal studies representative samples recommended ©  national institute medical research all rights reserved"
"text.220.meta.datetimestamp.sec","16.6101551055908"
"text.220.meta.datetimestamp.min","36"
"text.220.meta.datetimestamp.hour","5"
"text.220.meta.datetimestamp.mday","7"
"text.220.meta.datetimestamp.mon","1"
"text.220.meta.datetimestamp.year","124"
"text.220.meta.datetimestamp.wday","3"
"text.220.meta.datetimestamp.yday","37"
"text.220.meta.datetimestamp.isdst","0"
"text.220.meta.datetimestamp.zone","GMT"
"text.220.meta.datetimestamp.gmtoff","0"
"text.220.meta.id","220"
"text.220.meta.language","en"
"text.221.content","introduction unvaccinated emergency medical services ems personnel increased risk contracting coronavirus disease  covid potentially transmitting virus families coworkers patients effective vaccines severe acute respiratory syndrome coronavirus  virus exist however vaccination rates among ems professionals remain largely unknown consequently sought document vaccination rates ems professionals identify predictors vaccination uptake methods we conducted crosssectional survey north carolina ems professionals covid vaccines widely available the survey assessed vaccination status well beliefs regarding covid illness vaccine effectiveness prediction vaccine uptake modeled using logistic regression results a total  ems professionals completed survey  reported receiving covid vaccination most respondents believed covid serious threat population personally higher risk infection vaccine side effects outweighed illness prevention vaccine safe effective despite  supported mandatory vaccination ems professionals statistically significant differences observed vaccinated unvaccinated groups regarding vaccine safety effectiveness recall employer vaccine recommendation perceived risk infection degree threat population trust government take actions limit spread disease unvaccinated respondents cited reasons belief personal health natural immunity protectors infection concerns vaccine safety effectiveness inadequate vaccine knowledge lack employer mandate declining vaccine predictors vaccination included belief vaccine safety odds ratio or  p effectiveness or  p importance vaccination protect patients or  p perceived personal risk infection or  p previous receipt influenza vaccine or  p sufficient knowledge make informed decision vaccination or  p conclusion in survey ems professionals quarter remained unvaccinated covid given identified predictors vaccine acceptance ems systems focus countering misinformation employee educational campaigns well developing policies regarding workforce immunization requirements ©  hubble et al"
"text.221.meta.datetimestamp.sec","16.6101830005646"
"text.221.meta.datetimestamp.min","36"
"text.221.meta.datetimestamp.hour","5"
"text.221.meta.datetimestamp.mday","7"
"text.221.meta.datetimestamp.mon","1"
"text.221.meta.datetimestamp.year","124"
"text.221.meta.datetimestamp.wday","3"
"text.221.meta.datetimestamp.yday","37"
"text.221.meta.datetimestamp.isdst","0"
"text.221.meta.datetimestamp.zone","GMT"
"text.221.meta.datetimestamp.gmtoff","0"
"text.221.meta.id","221"
"text.221.meta.language","en"
"text.222.content","nursing home residents nhr targeted vaccination priority due higher risk worse outcome covid infection the mrnabased vaccine btnb first approved europe nhrs the assessment specific vaccine immune response humoral cellular long term nhrs addressed yet a representative sample  nhr subjects northern region spain studied assess immune response full vaccination btnb the antis antibody levels specific t cells measured two six months vaccination  nhr previous infection prior vaccination the remaining nhr included full vaccination assessment group fva after two months  fva presented antis antibodies whereas seronegative without specific cellular response  at longterm frequency nhr within fva group antis antibodies six months  seronegative subjects without specific cellular response  the cellular immune assays complement humoral test immune vaccine response assessment therefore cellular immune assessment nhrs allows fine tuning seronegative subjects potential competent immune responses vaccine ©  authors licensee mdpi basel switzerland"
"text.222.meta.datetimestamp.sec","16.6102108955383"
"text.222.meta.datetimestamp.min","36"
"text.222.meta.datetimestamp.hour","5"
"text.222.meta.datetimestamp.mday","7"
"text.222.meta.datetimestamp.mon","1"
"text.222.meta.datetimestamp.year","124"
"text.222.meta.datetimestamp.wday","3"
"text.222.meta.datetimestamp.yday","37"
"text.222.meta.datetimestamp.isdst","0"
"text.222.meta.datetimestamp.zone","GMT"
"text.222.meta.datetimestamp.gmtoff","0"
"text.222.meta.id","222"
"text.222.meta.language","en"
"text.223.content","the prevalence coronavirus disease  covid pandemic second year led massive global human economic losses the high transmission rate emergence diverse sarscov variants demand rapid effective approaches preventing spread diagnosing time treating affected people several covid vaccines developed using different production systems including plants promises production cheap safe stable effective vaccines the potential plantbased system rapid production commercial scale quick response infectious disease outbreak demonstrated marketing carrotcellproduced taliglucerase alfa elelyso gaucher disease tobaccoproduced monoclonal antibodies zmapp  ebola outbreak currently two plantbased covid vaccine candidates coronavirus viruslike particle covlp kentucky bioprocessing kbp clinical trials many preclinical stage interim phase  clinical trial results revealed high safety efficacy covlp vaccine  times neutralizing antibody responses compared present convalescent patient’s plasma the clinical trial covlp vaccine concluded end  vaccine available public immunization thereafter this review encapsulates efforts made plantbased covid vaccine development strategies technologies implemented progress accomplished clinical trials preclinical studies far ©  authors licensee mdpi basel switzerland"
"text.223.meta.datetimestamp.sec","16.6102390289307"
"text.223.meta.datetimestamp.min","36"
"text.223.meta.datetimestamp.hour","5"
"text.223.meta.datetimestamp.mday","7"
"text.223.meta.datetimestamp.mon","1"
"text.223.meta.datetimestamp.year","124"
"text.223.meta.datetimestamp.wday","3"
"text.223.meta.datetimestamp.yday","37"
"text.223.meta.datetimestamp.isdst","0"
"text.223.meta.datetimestamp.zone","GMT"
"text.223.meta.datetimestamp.gmtoff","0"
"text.223.meta.id","223"
"text.223.meta.language","en"
"text.224.content","background to date computer models multiple assumptions focussed predicting incidence symptomatic cases covid given emerging vaccines aim study provide simple methods estimating hidden prevalence asymptomatic cases levels herd immunity aid future immunization policy planning we applied method ireland methods for large scale epidemics indirect models estimating prevalence developed one method benchmark multiplier method a method backcalculation used successfully produce estimates scale hiv infected population the methods applied march october  applicable globally results results demonstrated number infected individuals least twice possibly six times number identified testing our estimates ranged ∼    cases giving ratio  hidden cases every known case within study time frame while methods subject assumptions limitations interesting observe estimates corroborated government statements noting  people testing positive asymptomatic conclusions as europe now endured several epidemic waves emergence globally new variants essential policy makers public aware scale hidden epidemic may surround the need social distancing important ever await global immunization rollout ©  the authors  published oxford university press behalf european public health association"
"text.224.meta.datetimestamp.sec","16.6102669239044"
"text.224.meta.datetimestamp.min","36"
"text.224.meta.datetimestamp.hour","5"
"text.224.meta.datetimestamp.mday","7"
"text.224.meta.datetimestamp.mon","1"
"text.224.meta.datetimestamp.year","124"
"text.224.meta.datetimestamp.wday","3"
"text.224.meta.datetimestamp.yday","37"
"text.224.meta.datetimestamp.isdst","0"
"text.224.meta.datetimestamp.zone","GMT"
"text.224.meta.datetimestamp.gmtoff","0"
"text.224.meta.id","224"
"text.224.meta.language","en"
"text.225.content","the worldwide pandemic coronavirus disease  covid become unprecedented challenge global public health with intensification covid epidemic development vaccines therapeutic drugs etiological agent severe acute respiratory syndrome coronavirus  sarscov also widespread to prove effectiveness safety preventive vaccines therapeutic drugs available animal models faithfully recapitulate clinical hallmarks covid urgently needed currently animal models including mice golden hamsters ferrets nonhuman primates susceptible animals involved study covid moreover  vaccine candidates entered clinical trials primary evaluation animal models inactivated vaccines subunit vaccines virusvectored vaccines messenger ribonucleic acid mrna vaccines promising vaccine candidates in review summarize landscape animal models covid vaccine evaluation advanced vaccines efficacy range   in addition point future directions covid animal models vaccine development aiming providing valuable information accelerating breakthroughs confronting sarscov ©  authors licensee mdpi basel switzerland"
"text.225.meta.datetimestamp.sec","16.6102950572968"
"text.225.meta.datetimestamp.min","36"
"text.225.meta.datetimestamp.hour","5"
"text.225.meta.datetimestamp.mday","7"
"text.225.meta.datetimestamp.mon","1"
"text.225.meta.datetimestamp.year","124"
"text.225.meta.datetimestamp.wday","3"
"text.225.meta.datetimestamp.yday","37"
"text.225.meta.datetimestamp.isdst","0"
"text.225.meta.datetimestamp.zone","GMT"
"text.225.meta.datetimestamp.gmtoff","0"
"text.225.meta.id","225"
"text.225.meta.language","en"
"text.226.content","the standard regimen bntb mrna vaccine sarscov includes two doses administered three weeks apart however public health authorities spaced doses raising questions efficacy we analyzed longitudinal humoral responses dg strain variants concern sarscov cohort sarscovnaive previously infected individuals received bntb mrna vaccine sixteen weeks doses while administering second dose previously infected individuals significantly improve humoral responses responses significantly increased naive individuals week spaced second dose achieving similar levels previously infected individuals comparing responses elicited individuals receiving short week dose interval showed week interval induced robust responses among naive vaccinees these findings suggest longer interval vaccine doses compromise efficacy may allow greater flexibility vaccine administration ©  elsevier inc"
"text.226.meta.datetimestamp.sec","16.6103229522705"
"text.226.meta.datetimestamp.min","36"
"text.226.meta.datetimestamp.hour","5"
"text.226.meta.datetimestamp.mday","7"
"text.226.meta.datetimestamp.mon","1"
"text.226.meta.datetimestamp.year","124"
"text.226.meta.datetimestamp.wday","3"
"text.226.meta.datetimestamp.yday","37"
"text.226.meta.datetimestamp.isdst","0"
"text.226.meta.datetimestamp.zone","GMT"
"text.226.meta.datetimestamp.gmtoff","0"
"text.226.meta.id","226"
"text.226.meta.language","en"
"text.227.content","covid vaccine booster shots necessary provide durable immunity stronger protection emerging sarscov variants as major platform access information social media plays important role disseminating health information this study aimed evaluate hesitancy toward covid vaccine booster shots china assess association social media use provide information manage social media we conducted crosssectional study across  provinces mainland china november   november   in total   participants completed questionnaire response rate  covid vaccine booster shot hesitancy rate china   ci – unemployment adjusted odds ratio aor   ci – low monthly income aor  ci – low scores knowledge aor   ci – low level cues action aor   ci – associated vaccine hesitancy compared public social media lower vaccine hesitancy associated high perceived importance social media aor   ci – official social media use aor   ci – higher vaccine hesitancy associated traditional media use aor   ci – more efforts needed regulate content social media filtering misinformation the role official social media disseminating health information enhanced ©  the authors published license taylor francis group llc"
"text.227.meta.datetimestamp.sec","16.6103520393372"
"text.227.meta.datetimestamp.min","36"
"text.227.meta.datetimestamp.hour","5"
"text.227.meta.datetimestamp.mday","7"
"text.227.meta.datetimestamp.mon","1"
"text.227.meta.datetimestamp.year","124"
"text.227.meta.datetimestamp.wday","3"
"text.227.meta.datetimestamp.yday","37"
"text.227.meta.datetimestamp.isdst","0"
"text.227.meta.datetimestamp.zone","GMT"
"text.227.meta.datetimestamp.gmtoff","0"
"text.227.meta.id","227"
"text.227.meta.language","en"
"text.228.content","the emerging sarscov variants waning vaccineelicited immunity two public health challenges occurred simultaneously synergistically summer  led surging demand covid vaccine booster dose bd rollout this study aimed evaluate covid vaccine booster hesitancy vbh among czech healthcare workers explore potential determinants vbh a national crosssectional surveybased study carried   november  using online selfadministered questionnaire saq explored participants’ demographic characteristics covid infection vaccine anamneses willingness receive covid vaccine bd psychosocial drivers vbh a total  hcw properly responded online saq  females  medical professionals  ≤ years old most participants already inoculated sarscov  btnb commonly administered vaccine  as study sample planned represent target population revealed high level bd acceptance  among czech hcw  still hesitant  currently available bd these results consistent recent results central europe medical professional male older participants likely accept bd rather allied health professional female younger participants the bds’ perceived effectiveness severe illness symptomatic infection community transmission significant strong predictor bd acceptance effectiveness circulating variants important target population the bds’ perceived safety ethical dilemmas vaccine justice addressed sufficiently communicating hcw population groups the altruistic reasons bd acceptance ie family protection patient protection community health protection underpin recommendation postponing covid vaccine mandating favour stressing altruistic concerns amid public health messaging ©  authors licensee mdpi basel switzerland"
"text.228.meta.datetimestamp.sec","16.6103799343109"
"text.228.meta.datetimestamp.min","36"
"text.228.meta.datetimestamp.hour","5"
"text.228.meta.datetimestamp.mday","7"
"text.228.meta.datetimestamp.mon","1"
"text.228.meta.datetimestamp.year","124"
"text.228.meta.datetimestamp.wday","3"
"text.228.meta.datetimestamp.yday","37"
"text.228.meta.datetimestamp.isdst","0"
"text.228.meta.datetimestamp.zone","GMT"
"text.228.meta.datetimestamp.gmtoff","0"
"text.228.meta.id","228"
"text.228.meta.language","en"
"text.229.content","major public private laboratories entered race find effective covid vaccine when vaccine arrives governments will implement vaccination programs achieve necessary immunization levels prevent disease transmission in context ethical dilemma compulsory vaccination vs voluntary vaccination will raised underlying dilemma lies problem ethical models political decisions governments matters health based the article proposes argues need base health policy decisions ethical «first person» model based responsibility allows us move normative ethic ethic responsible behavior this change ethical model together certain proposals political action will help us restore institutional trust necessary levels collective immunity covid can achieved voluntary vaccination citizens ©  sociedad española de enfermedades infecciosas y microbiología clínica"
"text.229.meta.datetimestamp.sec","16.6104080677032"
"text.229.meta.datetimestamp.min","36"
"text.229.meta.datetimestamp.hour","5"
"text.229.meta.datetimestamp.mday","7"
"text.229.meta.datetimestamp.mon","1"
"text.229.meta.datetimestamp.year","124"
"text.229.meta.datetimestamp.wday","3"
"text.229.meta.datetimestamp.yday","37"
"text.229.meta.datetimestamp.isdst","0"
"text.229.meta.datetimestamp.zone","GMT"
"text.229.meta.datetimestamp.gmtoff","0"
"text.229.meta.id","229"
"text.229.meta.language","en"
"text.230.content","measles virus respiratory syncytial virus rsv two important global health pathogens causing substantial morbidity mortality worldwide the current measles vaccination schedule first dose given – months age second dose given – months age measles outbreaks associated increase severe rsv infections children younger  months probably result measlesinduced immunosuppression a resurgence measles cases already occurring covid pandemic affected global immunisation programmes resulting millions children mostly lowincome middleincome countries lmics missing measles vaccine this will leave many children living vulnerable circumstances highly susceptible measles rsv infections current covid public health control measures lifted this viewpoint discusses issues highlights need urgent action address looming crisis the use early measles vaccination  months age effective strategy prevent severe morbidity death measles rsv infections many lmics ©  the authors published elsevier ltd this open access article cc byncnd  license"
"text.230.meta.datetimestamp.sec","16.610435962677"
"text.230.meta.datetimestamp.min","36"
"text.230.meta.datetimestamp.hour","5"
"text.230.meta.datetimestamp.mday","7"
"text.230.meta.datetimestamp.mon","1"
"text.230.meta.datetimestamp.year","124"
